,NAME,USER_ID,HOURS_DATASCIENCE,HOURS_BACKEND,HOURS_FRONTEND,NUM_COURSES_BEGINNER_DATASCIENCE,NUM_COURSES_BEGINNER_BACKEND,NUM_COURSES_BEGINNER_FRONTEND,NUM_COURSES_ADVANCED_DATASCIENCE,NUM_COURSES_ADVANCED_BACKEND,NUM_COURSES_ADVANCED_FRONTEND,AVG_SCORE_DATASCIENCE,AVG_SCORE_BACKEND,AVG_SCORE_FRONTEND,PROFILE
2880,Paul Rubie,76548921,57,69,17,7,0,9,1,5,6,66,72,99,advanced_data_science
2881,Glen Taylor,22562807,43,35,13,5,4,5,6,6,6,61,73,46,advanced_backend
2882,Torrie Christopher,29018221,13,59,29,3,8,2,3,5,3,29,87,38,advanced_front_end
2883,Paul Stanger,94384589,54,67,30,3,0,2,1,7,0,55,49,51,beginner_backend
2884,Jacqueline Espinal,71581814,0,41,0,0,0,4,2,1,5,78,58,41,beginner_backend
2885,Debra Keen,22008108,14,18,44,4,1,5,4,2,3,60,58,60,beginner_data_science
2886,Torie Napolitano,29637011,0,30,60,1,3,6,5,8,6,67,69,69,advanced_front_end
2887,Lori Kling,51461632,57,49,27,4,3,5,5,7,5,37,55,50,advanced_data_science
2888,Barbara Baxter,99862873,55,85,26,6,4,3,7,3,4,61,50,96,advanced_data_science
2889,Betsy Matthews,97687502,22,13,49,0,6,2,2,7,1,34,56,48,advanced_front_end
2890,Sheena Hamilton,61651122,52,45,64,3,0,1,5,3,7,52,80,81,beginner_backend
2891,Michael Mccord,62842877,37,48,67,3,0,2,5,3,4,71,90,83,beginner_backend
2892,Donald Henderson,97237385,28,75,37,6,3,7,2,5,1,54,62,59,advanced_backend
2893,Dean Solomon,90213433,30,31,41,2,5,4,0,4,4,42,69,91,beginner_data_science
2894,Yvonne Hahn,42333262,27,75,57,4,0,5,6,3,4,77,66,83,advanced_backend
2895,Winston Frith,18881457,79,26,22,5,8,6,3,3,5,58,58,62,beginner_front_end
2896,Raymond Hill,75805490,16,117,48,6,7,0,4,4,2,67,81,59,advanced_front_end
2897,Cecil Howard,21787501,87,35,6,2,5,3,3,5,5,58,42,46,beginner_front_end
2898,Beverly Johnson,29293568,11,47,11,1,3,1,1,4,4,85,62,63,beginner_backend
2899,Gail Carlson,48125977,60,56,6,7,2,7,4,8,4,53,64,60,advanced_data_science
2900,Scott Gregg,64123246,15,32,5,1,2,0,3,3,4,88,55,47,beginner_front_end
2901,James Conaway,21973176,54,43,22,4,4,2,3,4,5,70,61,52,beginner_front_end
2902,Jill Shields,41221452,51,46,20,4,3,4,5,4,4,46,49,75,advanced_data_science
2903,Conception Ellington,22568504,0,35,30,7,3,6,7,2,8,88,77,78,advanced_backend
2904,Bonnie King,95376343,63,50,45,4,3,2,5,6,9,63,67,86,advanced_backend
2905,Micheal Lail,15429007,25,57,50,4,0,5,5,4,7,80,72,84,advanced_backend
2906,Katharine Robinson,41628210,67,50,23,3,8,5,3,8,6,70,56,55,beginner_front_end
2907,Joel Whittenburg,25956229,21,33,10,3,2,3,5,6,3,62,59,60,beginner_backend
2908,Carole Ascolese,15271526,66,48,40,1,6,4,7,8,1,68,85,73,beginner_data_science
2909,Kelly Jacks,73395241,40,80,37,6,3,4,5,3,1,71,29,72,advanced_data_science
2910,Evelyn Petro,82038728,43,86,20,6,3,7,5,8,3,54,57,50,advanced_data_science
2911,Blanca Wilson,73285633,36,53,16,5,2,6,4,1,4,77,75,66,advanced_backend
2912,Jessica Dozier,41786857,48,41,32,2,5,4,3,5,3,46,69,52,advanced_front_end
2913,Anna Gregory,23599410,42,47,58,2,6,7,2,4,2,63,96,81,beginner_data_science
2914,Todd Colon,86372706,43,54,39,7,0,6,4,1,5,62,47,97,advanced_data_science
2915,Carlos Randolph,65219758,35,58,33,3,4,1,6,2,1,61,66,78,advanced_backend
2916,Mellissa Halyk,76653480,21,76,75,5,5,0,4,6,3,83,70,87,advanced_front_end
2917,Emerson Loveall,24813897,25,39,13,4,3,0,0,4,1,82,88,52,beginner_front_end
2918,David Ortiz,84478782,32,62,40,4,6,4,3,4,2,63,72,45,advanced_front_end
2919,Benito Borgman,6917437,38,41,28,2,2,4,6,7,9,62,78,65,advanced_backend
2920,Manuel Roman,45775750,12,65,61,5,0,4,4,0,1,99,,100,advanced_backend
2921,William Marlow,56032454,24,57,9,6,5,6,4,1,4,68,66,65,advanced_backend
2922,Christian Kinder,95351620,13,34,58,3,1,9,6,3,1,47,91,60,beginner_data_science
2923,Jorge Oloughlin,25549765,52,22,25,4,6,3,5,7,4,80,62,66,beginner_front_end
2924,Alfred Espinoza,71158421,44,64,19,6,6,0,2,2,6,43,44,86,beginner_data_science
2925,Brian Wells,32576962,14,10,44,1,0,8,0,1,4,43,70,78,beginner_data_science
2926,Elliot Martinez,60618250,40,69,28,5,3,2,6,2,3,67,39,94,advanced_data_science
2927,Jason Sosa,62166250,19,48,20,4,1,1,5,3,0,72,73,85,advanced_backend
2928,Ed Nelson,49230072,0,0,73,3,8,4,5,5,3,85,76,68,beginner_backend
2929,Dominick Sharpless,19386855,64,63,45,5,2,4,4,5,2,68,74,78,beginner_backend
2930,Kim Ellard,58494691,0,68,46,4,2,7,3,2,5,76,85,66,advanced_backend
2931,Kathleen Eckerson,75685662,77,41,47,5,6,5,4,4,2,67,63,48,advanced_front_end
2932,Alexander Shaw,60356387,4,46,92,2,1,0,0,6,3,52,56,77,advanced_front_end
2933,Carolyn Meres,90896417,30,22,40,3,4,0,2,7,2,77,66,58,beginner_front_end
2934,Amanda Laws,67765295,20,28,9,7,4,7,3,3,8,81,85,68,advanced_backend
2935,Melinda Amaro,56435978,33,32,21,3,2,3,5,8,2,57,54,73,beginner_backend
2936,Joshua Tolliver,65990116,0,19,39,1,5,5,5,5,2,80,76,67,beginner_backend
2937,David Mitchell,72118816,1,59,31,2,8,5,5,6,3,62,75,50,advanced_front_end
2938,Joel Jamerson,54030830,36,68,57,3,3,7,1,3,7,75,81,65,advanced_backend
2939,Adam Valenzuela,38468139,63,53,30,6,3,4,5,3,3,59,41,79,advanced_data_science
2940,Neal Payne,88519404,0,35,26,7,3,6,7,4,4,71,66,84,advanced_backend
2941,Monique Barker,9106180,3,22,33,2,4,6,2,5,3,60,45,77,beginner_data_science
2942,Everett Baker,58114211,77,40,42,0,2,3,0,7,0,,17,42,beginner_front_end
2943,Kimberly Parrish,95282940,76,0,78,3,6,7,5,6,0,49,57,94,beginner_front_end
2944,Rosemary Golden,24587293,27,32,71,4,2,2,4,2,4,47,52,61,beginner_data_science
2945,Gloria Reynolds,66830829,35,59,41,4,7,3,4,4,2,68,72,64,advanced_front_end
2946,Kellie Sparks,28036509,52,54,60,4,4,3,3,7,1,65,70,77,beginner_backend
2947,Amber Webster,63867937,82,54,17,6,4,7,1,4,3,52,59,56,advanced_backend
2948,Jerry Cooper,8587260,42,49,60,3,0,4,3,5,5,72,80,100,advanced_backend
2949,Allen Goodrum,712698,60,51,39,0,1,3,8,5,10,67,84,58,advanced_backend
2950,Alice Branco,91645404,23,52,7,3,4,2,4,7,7,93,56,51,beginner_front_end
2951,Estella Fowler,56112719,7,54,41,5,5,8,4,6,4,79,75,43,advanced_front_end
2952,Isaac Lopez,21763283,48,26,43,7,2,6,0,2,1,75,52,76,advanced_data_science
2953,Jay Burdick,34095632,,52,46,5,3,1,2,8,2,67,70,93,beginner_backend
2954,Michael Root,34377609,24,44,29,3,3,0,3,5,3,79,60,48,beginner_front_end
2955,Norman Reavis,98015325,53,84,8,5,1,2,3,4,3,66,71,62,beginner_backend
2956,Gene Whitfield,99264636,34,16,45,2,2,3,5,4,4,77,70,70,beginner_data_science
2957,Bruce Nelson,30848626,11,67,32,7,6,7,6,3,3,53,62,43,advanced_backend
2958,Gregory Kerns,88788027,64,29,47,7,3,5,6,1,3,45,54,75,advanced_data_science
2959,Bonnie Bergeron,48472642,63,89,0,4,0,0,2,8,1,47,33,62,beginner_backend
2960,Rhonda Johnson,73464644,0,64,52,7,2,7,5,4,5,84,68,71,advanced_backend
2961,Gerald Allen,74418408,30,53,38,4,4,3,2,5,0,73,40,60,advanced_data_science
2962,Alicia Wainwright,61334319,3,0,31,0,0,5,3,4,5,86,98,80,beginner_data_science
2963,Karen Woods,53749407,38,3,60,3,1,3,0,5,4,49,69,59,advanced_front_end
2964,John Myers,83832214,11,51,20,2,5,3,0,1,9,73,76,67,beginner_backend
2965,Mary Conti,26950386,42,20,9,1,8,7,3,5,1,51,66,18,advanced_front_end
2966,Thomas Garcia,93777741,5,15,36,1,4,7,3,8,6,44,73,44,advanced_front_end
2967,Mary Bower,47113082,15,5,31,1,1,6,2,4,3,49,78,78,beginner_data_science
2968,Aimee Ingram,99115351,59,69,14,4,1,0,3,5,5,59,64,71,beginner_backend
2969,Vera Smith,8815858,11,45,37,2,5,1,0,8,0,82,46,78,beginner_backend
2970,Jeffrey Newton,2300332,19,59,17,3,2,5,4,1,4,72,65,50,beginner_backend
2971,James Kelley,40230371,34,25,41,3,4,3,4,2,5,71,70,70,beginner_data_science
2972,Justin Russell,1794178,43,27,59,4,5,5,3,5,3,81,65,63,advanced_front_end
2973,Elma Curtis,84233389,27,58,90,3,0,7,4,5,10,99,87,83,advanced_backend
2974,Jesus Miller,67085045,23,22,17,4,4,0,4,3,4,87,81,60,beginner_front_end
2975,Louise Bancroft,40817872,15,27,50,2,3,2,1,6,5,27,81,54,advanced_front_end
2976,Domingo Eliott,55072463,51,6,0,7,2,5,6,5,7,83,73,70,advanced_backend
2977,Jerry Rice,59730760,31,32,19,5,5,2,7,1,3,68,77,84,advanced_backend
2978,Iris Morris,49250399,25,39,35,6,3,6,3,5,8,71,81,81,advanced_backend
2979,Ruth Mann,12910529,7,48,40,4,2,6,5,3,7,80,82,74,advanced_backend
2980,Sandra Sanchez,8010320,79,33,10,2,3,4,1,5,2,55,47,51,beginner_front_end
2981,Arthur Lininger,74293680,14,44,33,6,2,5,5,4,2,74,71,77,beginner_data_science
2982,Thomas Boday,21839259,21,33,40,0,0,7,2,8,2,49,84,81,beginner_data_science
2983,Marci Salazar,41472453,54,42,9,2,4,4,4,4,6,73,63,55,beginner_front_end
2984,Todd Jackson,87713462,59,39,45,3,5,4,4,7,3,47,60,54,advanced_data_science
2985,Michael Calderon,2378191,53,68,82,4,4,4,3,3,3,41,65,70,beginner_data_science
2986,Ethel Villicana,14383365,43,32,20,0,3,6,0,5,4,,70,95,beginner_data_science
2987,Alberto Morehouse,48249163,10,31,38,3,4,4,3,3,5,69,67,67,beginner_backend
2988,Kimberly Williams,71137797,45,66,8,8,3,4,4,3,0,77,33,59,advanced_data_science
2989,Joseph Badami,93284186,25,66,2,1,1,0,0,9,0,89,60,,beginner_backend
2990,Phillip Cedillo,47742605,17,54,26,4,3,6,9,3,8,66,78,40,advanced_backend
2991,Linda Dunagan,39285010,22,63,41,5,4,1,1,0,7,30,50,67,beginner_data_science
2992,Sarah Benson,15081115,53,13,37,1,5,3,1,7,3,71,38,60,beginner_front_end
2993,Rita Reed,50114797,54,47,60,3,3,3,3,6,2,71,58,78,advanced_data_science
2994,Ashley Lemaster,341107,108,25,4,3,8,9,4,3,4,52,64,70,beginner_front_end
2995,Tami Hall,43783779,5,23,39,4,6,4,4,5,2,90,76,66,beginner_backend
2996,Lorraine Sturgill,59009172,21,13,46,4,4,1,5,4,3,61,66,66,beginner_data_science
2997,Emily Newton,20422747,66,5,15,0,4,4,1,1,0,53,66,71,beginner_front_end
2998,Monica Miller,915083,60,39,0,6,3,5,1,7,2,59,49,52,advanced_data_science
2999,Rose Mccright,95631349,2,49,42,8,3,6,2,4,3,76,71,90,advanced_backend
3000,Jamie Alaniz,64256319,44,63,9,3,8,2,2,5,6,79,66,45,beginner_front_end
3001,Tiffany Johnson,41715905,57,83,34,2,9,2,5,2,0,53,62,41,advanced_front_end
3002,Leo Mucher,58888219,67,63,65,5,4,2,3,8,1,66,76,83,beginner_backend
3003,Fawn Hall,27479232,19,11,48,2,2,1,7,2,3,48,47,47,beginner_data_science
3004,Leonard Esparza,66955066,31,16,52,3,2,3,3,2,4,52,71,73,beginner_data_science
3005,Francoise Cespedes,67901583,44,57,0,7,4,4,1,9,0,71,73,56,advanced_data_science
3006,Frieda Bryan,18163480,9,44,35,6,3,4,4,3,2,78,62,100,advanced_backend
3007,Robert Lewis,68790935,11,51,31,6,2,7,3,1,6,88,81,74,advanced_backend
3008,Alex Harris,95498756,12,78,69,3,1,7,5,7,7,52,73,64,advanced_backend
3009,Evelyn Mccollum,84595044,48,1,55,2,6,3,5,6,3,64,69,79,beginner_front_end
3010,Jeffrey Gant,25375644,41,43,69,6,3,2,2,0,6,63,75,70,beginner_data_science
3011,Cora Faith,24772107,58,81,42,4,4,3,5,6,2,74,54,74,advanced_data_science
3012,Hector Haraway,55586068,12,83,55,5,6,3,3,4,4,45,75,39,advanced_front_end
3013,Salvatore Crawford,22137788,2,58,45,4,5,2,3,6,5,44,83,58,advanced_front_end
3014,James Swain,32558881,58,35,24,5,2,4,4,4,4,75,86,56,advanced_backend
3015,Charlene Irvine,12847507,55,59,52,4,6,8,3,4,1,74,83,71,beginner_data_science
3016,Seth Smith,36384978,54,38,45,3,5,1,7,3,3,48,53,66,advanced_data_science
3017,Michael Brame,33049930,28,31,40,4,6,4,5,4,2,63,61,68,beginner_data_science
3018,Bonita Smith,15175955,17,35,56,1,6,3,3,5,3,56,73,59,advanced_front_end
3019,Stacia Davis,18668311,6,0,9,0,3,4,3,5,2,75,74,80,beginner_data_science
3020,Nathan Watson,12754639,19,30,10,2,4,3,1,7,1,78,47,62,beginner_backend
3021,September Gonzalez,32504543,47,57,32,6,2,6,1,6,1,73,53,59,advanced_data_science
3022,Donna Villena,53918724,42,10,48,2,5,4,2,5,3,59,62,56,advanced_front_end
3023,Mary Brafford,92557702,57,35,53,4,6,3,4,5,3,66,61,62,beginner_front_end
3024,Charles Rodriguez,18136929,29,41,0,3,6,1,4,6,11,95,70,46,beginner_front_end
3025,Beverly Lincoln,20372909,49,62,44,3,0,4,4,4,3,52,77,61,beginner_backend
3026,Mary Burrus,46644755,25,36,49,0,2,4,2,3,4,91,86,61,beginner_backend
3027,Barbara Choe,2215214,66,42,0,9,3,5,4,4,1,64,61,77,advanced_data_science
3028,Dyan Moore,21228333,23,24,38,1,9,3,1,3,0,55,81,35,advanced_front_end
3029,John Nettles,94557099,44,39,17,3,1,3,0,4,3,77,34,46,advanced_data_science
3030,Rose Wright,31031114,26,68,0,2,0,3,0,5,3,68,67,61,beginner_backend
3031,Clyde Martinez,99664271,13,55,37,5,3,6,2,3,6,78,77,88,advanced_backend
3032,Mary Doctor,47295250,33,39,44,2,1,4,6,3,3,74,79,65,beginner_backend
3033,Valerie Darrah,72659190,41,54,59,4,5,2,1,3,2,57,73,46,advanced_front_end
3034,Brad Bryant,34059135,0,85,28,0,5,3,9,7,5,65,73,89,advanced_front_end
3035,Victor Stricklin,12663116,51,38,42,5,7,5,3,4,2,63,64,41,advanced_front_end
3036,Clara Glover,31990835,40,25,53,3,5,5,3,4,3,73,91,82,beginner_data_science
3037,Brock Taylor,12809345,68,7,80,4,5,6,5,6,2,62,30,69,beginner_front_end
3038,Mario Hitzeman,79922787,23,0,36,1,2,5,4,5,2,66,68,70,beginner_data_science
3039,Angelique Lepard,45347874,25,29,28,0,4,2,5,9,1,29,59,70,beginner_data_science
3040,James Basey,35016911,84,50,48,5,0,9,3,5,7,54,61,91,advanced_data_science
3041,Jeremy Melle,89016467,85,1,30,2,6,5,3,4,3,53,56,70,beginner_front_end
3042,Joseph Valdez,46651820,38,66,26,1,1,7,4,2,3,63,67,49,beginner_backend
3043,Danilo Streeter,3858925,51,37,49,1,4,2,4,6,3,60,61,83,advanced_front_end
3044,Irene Benz,25440034,42,19,24,5,3,4,7,3,9,87,84,71,advanced_backend
3045,Rachel Owens,12198553,22,19,51,1,3,7,2,5,3,78,54,51,advanced_front_end
3046,Lisa Stone,82425616,50,5,53,3,4,0,0,6,3,28,78,57,advanced_front_end
3047,Christopher Adams,60313192,9,58,40,2,5,4,2,10,2,62,67,45,advanced_data_science
3048,Nancy Culbertson,16702687,13,34,54,1,3,4,2,6,0,89,81,73,beginner_backend
3049,Loretta Bartlett,3915682,70,24,59,0,4,5,5,6,1,64,76,76,beginner_data_science
3050,Shannon Gaston,63932331,0,75,56,2,4,2,2,6,5,37,78,45,advanced_front_end
3051,Wendy Okura,82922607,31,63,9,6,8,6,0,7,3,68,64,65,beginner_backend
3052,Richard Panther,79059094,34,56,15,4,5,3,3,6,3,59,66,70,advanced_data_science
3053,Linda Wells,51897896,13,61,0,2,6,5,0,5,1,96,76,50,beginner_backend
3054,Robert Mikasa,78695600,34,44,22,5,6,3,6,5,3,88,76,88,beginner_backend
3055,Jennifer Lucas,65581145,25,27,84,4,1,6,6,3,2,74,100,52,beginner_data_science
3056,Lillian Hamilton,46328528,39,70,63,4,3,3,2,3,3,62,75,58,advanced_front_end
3057,Rosalie Mcgee,59528928,10,20,77,2,2,7,0,3,3,65,75,71,beginner_data_science
3058,Elsie Dibble,17498111,75,26,44,3,9,2,1,2,0,40,62,17,advanced_front_end
3059,Steven Wilcox,28532971,54,40,27,5,4,6,2,7,2,43,62,43,advanced_data_science
3060,James Abbott,25527369,39,21,45,2,4,4,0,3,5,73,67,87,beginner_data_science
3061,Antonio Walton,70937454,42,76,19,7,4,4,2,5,0,80,31,60,advanced_data_science
3062,Janna Lloyd,1596650,12,1,36,2,0,4,2,5,6,86,83,86,beginner_data_science
3063,Chris Hallenbeck,73910133,21,78,39,4,0,0,0,4,1,84,36,23,beginner_front_end
3064,Donna Dolphin,33662056,28,12,18,6,6,4,6,5,10,73,78,85,advanced_backend
3065,Edith Frost,38934924,30,59,18,2,1,5,3,3,4,65,65,64,beginner_backend
3066,Rafael Hughes,20098163,73,31,8,4,7,6,3,7,5,71,76,71,beginner_front_end
3067,Lillian Brito,70385378,20,83,15,4,2,6,2,4,3,71,48,83,advanced_data_science
3068,Brenda Murders,67207116,0,33,35,5,1,5,7,5,7,79,86,80,advanced_backend
3069,Anne Wissmann,11300831,9,17,23,0,3,4,4,5,2,35,42,62,beginner_data_science
3070,Cristal Sawyer,79793677,34,67,23,4,5,1,0,5,0,80,64,44,beginner_front_end
3071,Richard Cohen,43119562,45,22,25,0,4,4,3,4,5,34,65,59,advanced_front_end
3072,Elizabeth Campbell,68378776,28,11,74,1,4,2,6,5,4,79,59,74,beginner_backend
3073,Romelia Gibson,77066072,56,21,47,3,5,4,8,5,2,90,90,68,beginner_data_science
3074,Rosenda Geller,45413317,43,10,71,2,5,2,0,5,1,46,66,44,advanced_front_end
3075,Michael Todd,59974429,46,0,48,4,5,5,5,9,1,79,72,86,beginner_front_end
3076,Grace Kwak,52158515,67,35,40,4,3,4,3,5,2,64,56,66,advanced_data_science
3077,Kyle Johnston,40146786,12,96,57,6,6,2,7,7,5,74,79,85,advanced_front_end
3078,Judy Pless,86588675,32,49,25,3,4,3,1,7,4,71,72,80,beginner_backend
3079,Brian Bobrow,53234910,13,31,48,2,5,3,0,9,2,71,59,70,beginner_backend
3080,Anita Griffith,59232634,27,64,70,5,1,4,4,7,4,57,51,59,advanced_front_end
3081,Morris Hunter,71767723,39,14,47,3,5,3,1,5,2,61,76,53,advanced_front_end
3082,Ruth Kosiorek,70084565,41,65,0,5,2,2,4,1,6,76,64,66,beginner_backend
3083,Thomas Pierce,5270033,51,28,42,3,3,2,4,5,3,68,56,56,beginner_front_end
3084,Christopher Phillips,32691599,55,63,40,5,4,4,4,2,3,64,47,83,advanced_data_science
3085,Mark Driskell,18808098,36,,10,5,4,1,3,5,2,79,76,75,beginner_backend
3086,Robert Long,31018629,0,51,7,1,4,2,0,4,3,95,85,72,beginner_backend
3087,Nancy Simmons,43887836,22,0,0,10,6,6,3,3,5,89,88,74,advanced_backend
3088,Bruce Yantzer,18534447,10,64,51,6,1,7,8,4,8,83,64,61,advanced_backend
3089,Anthony Shepherd,81689206,37,32,56,1,4,5,5,5,2,56,90,74,beginner_data_science
3090,Wesley Nixon,63654415,57,93,12,3,0,3,2,1,3,69,80,57,beginner_backend
3091,Tammy Curry,18041026,55,7,38,4,3,4,4,4,2,68,56,68,beginner_front_end
3092,Louise Pesce,26336682,27,10,49,1,1,4,5,7,1,58,68,64,beginner_data_science
3093,Catherine Davidson,24596356,45,58,37,3,8,4,4,5,2,56,64,52,advanced_front_end
3094,Robert Cole,76502909,47,68,23,6,5,3,4,5,3,66,80,87,advanced_data_science
3095,Tonya Krause,18025373,29,45,85,7,4,8,1,0,3,89,88,70,beginner_data_science
3096,Delia Russo,2079953,41,76,46,2,2,7,2,6,5,60,58,76,advanced_data_science
3097,Dewayne Crane,44649873,44,5,0,5,4,2,7,2,5,81,84,68,advanced_backend
3098,Angel Stetson,88831787,0,42,44,7,2,8,4,4,6,80,79,92,advanced_backend
3099,Marietta Lilly,44435270,33,57,11,3,3,2,1,8,0,85,55,73,beginner_backend
3100,Dean Wilson,57158030,23,60,25,4,5,5,6,4,5,49,72,53,advanced_backend
3101,Susan Briscoe,91622554,23,28,40,5,2,2,5,3,3,47,43,54,beginner_data_science
3102,David Moreno,81927730,0,0,48,1,0,6,8,5,1,85,82,53,beginner_data_science
3103,George Woodard,29241436,78,2,17,4,3,4,2,7,3,48,71,57,advanced_data_science
3104,Peter Smith,93607998,7,46,0,4,5,2,2,3,4,76,63,71,beginner_backend
3105,Joyce Schutt,17733663,35,51,33,5,7,1,0,2,6,40,55,98,beginner_data_science
3106,Norma Castro,72758406,51,43,9,8,2,6,4,2,1,56,63,78,advanced_data_science
3107,Alvin Fleming,1869602,27,55,27,3,6,8,0,2,4,43,71,89,beginner_data_science
3108,Cara Marquez,34752454,18,25,70,3,1,4,1,7,4,64,61,55,advanced_front_end
3109,Dorothy Riveria,90437413,14,28,43,3,4,5,0,2,3,60,86,86,advanced_data_science
3110,Carol Towe,59929817,8,46,37,5,2,10,5,1,12,94,88,67,advanced_backend
3111,Adrian Buhmann,49554263,52,25,19,3,4,4,1,4,2,71,60,60,beginner_front_end
3112,Clarence Campbell,87957915,21,15,32,0,4,2,5,5,3,60,69,74,beginner_data_science
3113,Marilyn Perry,9297788,31,51,26,2,4,2,9,3,6,60,78,55,advanced_backend
3114,Betty Edwards,81463626,34,34,53,4,3,3,7,4,4,70,80,79,beginner_backend
3115,Whitney Tidmore,96722412,70,34,54,3,5,2,3,4,3,58,43,46,beginner_front_end
3116,Marie Bledsoe,94719153,11,37,82,6,2,8,0,0,4,49,83,75,beginner_data_science
3117,Jeffery Cook,91051166,22,61,20,5,6,0,0,11,0,70,67,,beginner_backend
3118,Wendell Gilman,9131035,8,45,68,1,5,2,3,4,1,82,48,72,advanced_front_end
3119,Emily Mischler,21933738,42,62,17,2,2,0,1,3,3,80,50,32,beginner_front_end
3120,Henriette Mann,55614275,80,0,0,7,4,5,1,6,6,71,71,93,advanced_backend
3121,Alberto Jording,28494005,10,55,32,4,1,6,7,0,5,85,86,65,advanced_backend
3122,Don Hervey,55092367,33,62,0,6,3,4,5,8,2,66,41,56,advanced_data_science
3123,Joseph Stanford,49031995,35,32,33,7,10,6,7,6,5,90,92,82,beginner_front_end
3124,John Wise,53967292,0,71,70,4,1,3,4,8,6,61,74,74,advanced_front_end
3125,Dottie Propes,62726929,63,57,9,7,1,7,4,5,4,54,67,80,advanced_data_science
3126,Elizabeth Kitts,75078244,40,58,33,7,3,6,3,5,0,62,63,59,advanced_data_science
3127,Linda Myers,76048199,70,6,41,3,6,6,5,6,2,62,71,80,beginner_front_end
3128,Ellen Strother,39377650,31,56,26,5,4,1,5,5,2,73,65,72,beginner_backend
3129,Charlotte Cruz,95575354,76,19,14,6,6,4,2,4,4,71,59,61,beginner_front_end
3130,Isaac Teague,39145924,31,13,55,2,3,4,1,6,4,51,70,57,advanced_front_end
3131,Miranda Ponds,42541622,61,0,30,3,5,7,3,4,0,71,66,84,beginner_front_end
3132,Alice Garza,85684701,28,52,36,5,3,2,6,0,1,88,69,76,advanced_backend
3133,Barbara Cummings,70365371,54,52,22,6,3,3,6,7,2,53,56,76,beginner_backend
3134,Kenny Ray,12435044,50,97,36,5,7,4,7,4,2,69,70,58,advanced_front_end
3135,Darren Glaser,79869300,19,71,5,4,3,1,2,4,4,92,62,38,beginner_front_end
3136,Fred Craft,39254827,16,63,43,4,3,1,4,6,5,66,79,93,advanced_front_end
3137,Lester Brewster,34705286,4,10,59,3,0,4,3,4,2,37,52,56,beginner_data_science
3138,Gilbert Martz,40496371,86,59,12,,7,3,3,0,5,52,59,39,beginner_front_end
3139,Anne Branch,84379347,46,26,76,4,2,4,3,0,5,49,85,73,beginner_data_science
3140,Donna Remis,39931423,16,8,27,2,0,5,4,3,8,100,100,71,advanced_backend
3141,Dorothy Clem,45301271,67,30,41,1,5,0,6,6,3,70,64,75,beginner_data_science
3142,Sharon Rogers,61550751,30,54,15,7,5,6,4,0,3,85,68,59,advanced_backend
3143,Jason Gotay,98459053,7,58,58,1,6,4,4,4,1,85,55,56,advanced_front_end
3144,James Hand,69533612,29,38,70,4,3,1,6,2,5,72,90,84,beginner_backend
3145,Mark Bradford,26457802,50,65,28,4,6,3,5,3,3,70,78,73,advanced_front_end
3146,Weldon Carpenter,70420896,14,20,15,0,3,7,0,5,4,,72,92,beginner_data_science
3147,Aaron Kerr,32919428,33,72,15,5,4,6,3,0,2,73,63,60,advanced_backend
3148,Jose Jean,41385166,53,46,40,2,7,2,5,4,1,79,72,74,advanced_front_end
3149,Robert Double,4653307,29,62,39,6,5,7,3,3,6,67,71,72,advanced_backend
3150,Marie Gallinari,42553317,29,42,25,3,2,4,4,5,5,58,74,78,beginner_backend
3151,James Brocato,11368792,46,58,44,5,7,3,5,8,5,80,59,57,beginner_front_end
3152,Janet Salcedo,91779882,7,66,9,0,3,0,0,3,5,,62,25,beginner_front_end
3153,Albert Mcgown,30462870,22,51,29,8,3,10,6,6,8,76,61,37,advanced_backend
3154,Robert Robinson,85894901,24,40,36,5,2,5,2,2,4,44,79,81,beginner_data_science
3155,Christine Lupez,75011308,69,49,51,4,0,1,9,9,0,52,64,81,beginner_backend
3156,Matthew Pruitt,68579535,5,54,46,3,6,3,3,5,5,57,94,56,advanced_front_end
3157,Sterling Murelli,40414274,41,48,79,4,2,3,2,5,2,74,60,66,advanced_front_end
3158,John Barger,23730802,53,48,51,4,2,2,6,6,2,66,64,75,beginner_backend
3159,Sandra Coffey,59308057,53,36,43,4,4,6,2,5,3,43,65,24,advanced_front_end
3160,Jackie Katz,31719107,62,57,59,4,6,7,3,5,1,64,100,91,beginner_data_science
3161,Marlon Morataya,83094355,5,41,3,6,5,6,7,1,6,76,78,57,advanced_backend
3162,Stephen Clark,58229318,0,17,46,0,8,6,1,6,4,86,71,63,beginner_backend
3163,Mike Pelletier,49712278,67,37,62,5,5,6,3,3,1,56,59,58,advanced_data_science
3164,Geraldine Templeton,3499420,40,43,23,6,3,5,0,4,2,54,60,62,advanced_data_science
3165,Troy Hoare,77665222,16,1,59,2,1,5,3,3,2,53,75,68,beginner_data_science
3166,Erwin Godfrey,70108363,70,1,34,1,5,6,0,9,0,63,33,71,beginner_front_end
3167,Patricia Thorne,38747475,43,62,37,4,3,7,2,6,5,52,73,64,advanced_backend
3168,Daniel Buxton,25969761,29,25,61,2,1,4,6,3,1,34,85,64,beginner_data_science
3169,William Cameron,69092279,0,0,78,5,0,6,5,0,3,59,,47,beginner_data_science
3170,Jerome Lozon,51540733,48,0,40,3,5,5,3,9,3,74,62,80,beginner_front_end
3171,Rebecca Scott,6545357,0,54,66,4,4,2,3,8,5,52,83,62,beginner_backend
